unique_id,url_len,ip_add,website_domain,registered_domain,https,js_len,js_obf_len,server_loc,most_visitors_loc,website_exist_time,unique_users_day
4062,92,55.235.90.39,nl,complete,yes,230,71,Americas,Africa,149.5156195,340
551482,21,21.43.152.244,com,complete,yes,110,79,Americas,Americas,36.14817934,3
464920,27,54.85.129.141,org,incomplete,yes,248,39,Americas,Oceania,359.2572954,1332
55247,26,79.223.224.236,com,complete,yes,76,47,Europe,Americas,235.3869783,495
468661,36,100.143.121.123,nl,incomplete,yes,259,48,Americas,Africa,156.0426877,667
986852,26,98.71.54.208,com,incomplete,yes,172,107,Americas,Europe,38.07707821,9
682309,24,36.13.249.175,com,complete,yes,52,41,Asia,Oceania,361.8962392,68
7230,44,82.161.157.246,com,incomplete,yes,165,20,Europe,Africa,78.22014353,115
904003,68,193.201.198.80,com,complete,yes,69,74,Europe,Asia,39.180609,9
1095902,24,106.77.208.149,com,complete,yes,242,-9,Asia,Americas,143.4296014,64
361550,69,217.122.153.141,com,complete,no,620,431,Europe,Europe,143.5131358,1655
577747,34,70.62.194.170,edu,incomplete,yes,123,88,Americas,Africa,44.15923068,71
766588,33,128.205.37.169,edu,complete,yes,117,25,Americas,Europe,126.2597166,509
1189971,26,19.58.239.26,com,complete,no,98,19,Americas,Africa,277.8699632,545
760018,20,97.16.194.22,net,incomplete,yes,802,406,Americas,Oceania,115.0023602,94
118104,21,34.50.115.184,com,complete,no,242,43,Americas,Asia,125.3191314,108
1991,40,79.39.41.76,com,complete,yes,213,86,Europe,Oceania,260.5971504,729
490625,32,128.170.100.31,edu,complete,yes,213,73,Americas,Oceania,322.7648887,933
670307,31,189.166.118.101,com.au,incomplete,yes,218,58,Americas,Africa,135.2854277,353
1107391,23,182.152.244.43,org,complete,yes,309,32,Asia,Europe,19.28351571,4
335644,25,170.32.6.175,net,complete,yes,186,42,Americas,Europe,38.95806413,105
857257,46,167.31.142.101,ac.uk,complete,yes,163,39,Americas,Africa,10.93275038,6
461336,62,75.43.219.144,com,complete,no,218,27,Americas,Europe,87.30863268,46
548626,42,201.193.150.186,com,complete,yes,165,43,Americas,Europe,221.8061556,777
123156,32,71.195.91.17,com,complete,no,100,26,Americas,Americas,176.6084267,326
231211,33,122.232.249.142,com,complete,yes,274,25,Asia,Africa,210.3364673,1102
92,71,111.87.37.11,com,complete,yes,164,38,Asia,Asia,287.5614836,526
792598,76,197.208.123.113,com,complete,no,185,48,Africa,Oceania,158.6577286,1362
1072945,25,80.133.245.246,edu,complete,yes,160,65,Europe,Africa,30.11823144,14
617517,60,14.126.67.57,uk.net,incomplete,yes,264,66,Asia,Africa,167.8437949,437
282473,56,209.218.33.21,com,complete,yes,159,28,Americas,Oceania,21.21910234,15
673027,41,220.85.221.136,com,complete,yes,174,17,Asia,Oceania,91.95688673,221
402380,26,193.79.105.118,com,complete,yes,95,16,Europe,Oceania,171.1544451,166
124621,29,137.247.244.240,co.uk,complete,yes,186,75,Americas,Asia,176.8506495,301
393860,47,157.64.189.245,com,complete,yes,239,64,Asia,Africa,361.8971748,714
978925,41,68.228.164.24,com,incomplete,yes,243,34,Americas,Europe,17.055861,21
420689,29,37.16.62.249,com,complete,yes,170,72,Asia,Americas,70.64616309,145
231075,35,194.248.123.45,com,complete,yes,170,43,Europe,Europe,273.7727902,150
951535,20,123.74.242.35,org,complete,yes,194,45,Asia,Oceania,162.1415022,404
1162327,30,14.128.78.98,org,complete,yes,229,57,Asia,Europe,252.1762448,520
1198621,53,37.5.141.208,com,incomplete,yes,216,73,Europe,Africa,10.7503672,25
843450,47,115.194.57.179,com,complete,yes,233,45,Asia,Asia,309.9679965,182
954955,57,66.3.173.91,edu,complete,no,34,24,Americas,Americas,249.2953892,901
813302,52,134.122.138.46,org,complete,yes,147,44,Asia,Americas,328.6913245,739
972336,26,12.124.9.203,com,incomplete,no,146,60,Americas,Americas,153.8917731,822
861187,59,177.2.180.225,edu,incomplete,no,142,44,Americas,Oceania,191.8485687,59
919262,42,28.129.215.74,org,complete,no,94,63,Americas,Europe,290.7103572,558
223381,33,221.33.24.63,net,incomplete,yes,124,58,Asia,Americas,110.010268,530
670237,45,186.216.175.44,com,complete,no,63,40,Americas,Asia,38.66311596,14
373587,29,41.108.161.137,org,complete,no,80,50,Africa,Americas,50.17651157,74
246910,31,168.26.15.92,com,complete,yes,175,21,Americas,Africa,26.56299721,41
148126,53,46.57.199.237,com,complete,yes,212,100,Asia,Asia,254.1396045,343
84929,36,111.97.235.30,edu,complete,yes,176,52,Asia,Oceania,1.305983089,5
721690,46,199.236.85.71,com,complete,yes,194,127,Americas,Asia,333.3957475,2294
615317,30,163.56.191.124,com,complete,yes,205,55,Asia,Americas,173.3352234,449
747033,31,78.17.230.25,com,incomplete,yes,31,47,Europe,Oceania,117.2259706,301
1124849,28,177.149.113.213,com,complete,no,170,63,Americas,Asia,343.8005625,276
753965,32,158.42.109.231,com,incomplete,yes,196,58,Europe,Africa,60.15105147,131
1134622,36,96.46.43.50,com,incomplete,yes,272,18,Americas,Oceania,325.8517971,275
136539,32,173.65.154.100,com,complete,yes,164,98,Americas,Oceania,289.7672376,957
417967,66,136.208.138.235,com,complete,yes,138,39,Americas,Americas,192.9096068,184
698178,54,158.225.208.4,com,complete,yes,177,3,Europe,Asia,241.8052963,311
1176746,33,138.154.107.93,com,incomplete,yes,197,66,Americas,Oceania,224.5571931,525
306211,23,85.244.89.200,com,incomplete,yes,130,18,Europe,Africa,301.1104466,475
97826,20,138.101.46.22,com,complete,yes,233,47,Asia,Africa,56.07210156,132
679600,44,85.97.175.128,com,complete,yes,85,54,Asia,Americas,323.891366,656
272855,29,223.16.236.204,com,incomplete,no,40,81,Asia,Asia,282.1165598,574
832179,24,114.83.243.126,edu,complete,yes,207,50,Asia,Africa,86.52596177,168
573834,33,34.162.78.129,com,complete,yes,129,44,Americas,Americas,62.06902082,305
373591,32,40.98.77.87,net,incomplete,yes,148,67,Americas,Africa,240.7814837,323
129607,35,51.184.162.28,com,incomplete,yes,131,40,Americas,Europe,252.3263488,1039
495091,28,37.91.155.24,org.au,complete,yes,94,-1,Europe,Africa,248.7593255,806
509030,29,87.233.155.235,edu,complete,no,143,101,Europe,Europe,327.464432,820
44295,23,169.13.7.248,co.uk,complete,yes,263,51,Americas,Asia,46.96156361,38
925404,23,218.137.193.98,com,complete,yes,150,67,Asia,Africa,24.49083419,654
960657,25,145.65.195.24,com,complete,yes,150,0,Europe,Europe,173.1215717,413
587623,47,145.173.61.99,com,complete,yes,153,52,Europe,Americas,142.514822,103
186668,22,8.109.44.110,com,complete,yes,193,41,Americas,Europe,158.5175667,565
239294,26,123.248.133.145,com,complete,no,143,51,Asia,Americas,233.3859025,36
163507,38,135.22.228.122,edu,complete,yes,48,29,Americas,Europe,243.070505,299
243044,45,179.156.153.52,ca,complete,yes,181,59,Americas,Europe,61.7606901,231
662774,37,5.168.50.232,com,complete,yes,140,41,Europe,Asia,164.5275863,206
481428,33,90.99.32.126,com,incomplete,yes,204,43,Europe,Asia,47.72840079,136
614114,39,190.14.201.49,com,incomplete,yes,87,102,Americas,Europe,122.5067729,211
805598,30,69.116.195.8,com,incomplete,yes,142,25,Americas,Oceania,138.5638358,199
346217,30,63.85.97.71,com,complete,yes,164,47,Americas,Europe,353.887691,772
846704,25,26.58.26.98,com,complete,yes,102,40,Americas,Americas,164.0564065,140
467206,23,158.244.248.89,com,complete,yes,130,68,Americas,Asia,189.1949279,477
444451,20,152.222.170.39,net,complete,yes,211,102,Americas,Oceania,23.96142363,20
24509,26,76.59.176.117,com,complete,yes,120,32,Americas,Americas,102.6118783,834
714882,30,115.79.201.15,com,complete,yes,254,87,Asia,Americas,60.13181017,14
359779,48,201.176.144.219,com,incomplete,no,466,414,Americas,Africa,70.0215875,1171
3798,81,34.61.48.222,edu,complete,no,75,32,Americas,Americas,357.693534,361
984608,29,60.109.186.80,com,complete,yes,187,46,Asia,Asia,340.3128415,675
190376,26,97.87.153.68,com,complete,yes,80,46,Americas,Africa,115.1036576,260
890813,24,61.20.179.177,com,complete,yes,131,11,Asia,Africa,131.3905513,95
207726,38,43.209.227.238,com,incomplete,yes,200,38,Asia,Africa,347.0963717,1028
1120598,32,184.76.19.41,ac.be,complete,yes,150,22,Americas,Africa,167.9966067,176
4576,26,193.226.100.14,com,complete,yes,143,63,Europe,Asia,296.0613916,278
222760,34,85.205.64.25,com,complete,yes,173,53,Europe,Africa,152.6927325,707
1006066,29,70.211.77.219,net,complete,no,50,53,Americas,Africa,144.3695212,10
1183707,24,8.65.65.48,com,complete,yes,107,34,Americas,Asia,97.22409643,288
1014501,92,103.17.137.220,com,complete,no,283,59,Asia,Americas,102.1424248,213
459894,24,132.167.60.161,org,complete,yes,38,31,Europe,Europe,183.1054351,253
831568,21,39.203.41.225,org,complete,no,216,44,Asia,Europe,160.773807,190
239894,20,103.56.57.234,com,incomplete,yes,211,70,Asia,Americas,202.6902479,389
595265,31,25.216.125.7,org,complete,yes,170,101,Europe,Europe,160.265008,489
142682,28,26.57.36.94,com,complete,no,191,27,Americas,Americas,150.3412668,508
1131360,42,98.191.104.232,org,complete,yes,93,36,Americas,Europe,24.44043347,23
507676,21,118.158.2.248,org,complete,yes,143,93,Asia,Africa,240.7230781,39
628044,31,50.249.48.42,org.uk,complete,no,172,48,Americas,Oceania,250.8516373,2
285400,31,40.25.115.157,com,complete,no,148,53,Americas,Asia,349.0511942,66
448686,37,157.245.37.6,gov,complete,yes,252,48,Europe,Americas,45.59995316,88
1190236,28,158.183.249.124,com,complete,no,139,10,Americas,Africa,333.0450634,370
1174512,27,152.34.170.67,com,complete,yes,105,78,Americas,Europe,60.55644242,104
1105306,32,185.220.91.97,org,complete,yes,164,21,Europe,Oceania,44.90852308,519
79917,29,101.238.41.95,net,complete,yes,173,71,Asia,Africa,128.5718449,114
1050724,95,60.43.114.177,org,incomplete,no,52,48,Asia,Asia,54.1151726,60
389021,39,38.41.236.124,be,incomplete,yes,148,67,Americas,Europe,35.19860995,219
712764,21,67.117.73.63,com,complete,no,135,69,Americas,Americas,77.42195214,12
814468,54,52.223.178.164,com.au,complete,no,169,38,Americas,Africa,24.01392479,30
623751,45,175.6.66.137,com,incomplete,yes,123,25,Asia,Americas,359.3978304,341
175757,37,112.107.98.90,se,complete,no,116,62,Asia,Asia,322.837115,820
1069770,24,185.143.203.131,net,complete,yes,241,59,Europe,Asia,101.2625671,122
1056441,52,78.246.244.45,nb.ca,complete,no,272,73,Europe,Africa,301.413736,110
580267,30,63.134.146.243,com,incomplete,yes,168,60,Americas,Oceania,247.7269664,710
957290,46,125.241.246.187,com,complete,yes,99,49,Asia,Africa,85.11545591,94
161256,35,94.3.115.224,org,complete,yes,266,37,Europe,Africa,158.6393104,25
377734,48,194.219.47.96,com,complete,yes,218,57,Europe,Africa,17.9988306,4
1060099,34,119.153.211.24,com,incomplete,yes,203,116,Asia,Americas,43.20348811,156
55977,29,40.171.9.211,org,complete,no,181,40,Americas,Africa,59.40430201,282
355198,46,58.208.114.68,com,complete,yes,210,40,Asia,Asia,45.68995817,96
1141318,40,51.70.35.52,cc.ca.us,incomplete,no,271,73,Europe,Asia,5.804626622,18
807387,32,165.174.199.67,edu,complete,yes,157,63,Americas,Oceania,301.8859494,4695
423087,23,7.108.53.179,com,complete,yes,178,49,Americas,Asia,337.2080437,362
930148,31,195.186.23.75,com,complete,yes,82,35,Europe,Asia,104.7239998,489
895525,40,149.180.35.60,co.uk,complete,yes,259,61,Europe,Asia,83.51977151,1121
281096,39,222.156.53.143,com,complete,yes,211,21,Asia,Africa,239.7099934,24
964219,55,208.114.167.195,co.uk,incomplete,no,188,29,Americas,Americas,167.4789249,370
369172,34,20.108.105.64,com,complete,yes,123,63,Americas,Asia,277.0623814,423
431918,35,120.177.145.106,com,complete,no,189,2,Asia,Europe,231.2478141,167
715033,36,138.166.130.114,com,complete,yes,219,7,Americas,Oceania,192.1492566,251
244473,22,141.174.90.20,com,complete,no,258,76,Americas,Oceania,143.9697045,109
575304,57,152.168.13.81,org,complete,yes,132,41,Americas,Oceania,23.83627042,21
1048263,30,169.61.61.236,co.uk,complete,yes,156,37,Americas,Europe,273.920896,445
1017430,28,161.110.25.175,com,incomplete,yes,155,76,Europe,Europe,94.63478584,46
31285,25,135.225.90.23,com,incomplete,yes,193,52,Americas,Asia,35.28618231,36
120608,40,5.223.217.1,com,complete,yes,215,48,Asia,Americas,95.88471529,410
17979,31,5.244.69.107,edu,complete,yes,93,43,Asia,Europe,95.63090383,83
765360,55,89.31.135.197,dk,complete,yes,236,24,Americas,Americas,39.92367341,113
67967,73,160.63.107.195,com,complete,yes,57,42,Europe,Americas,45.47828707,227
689382,37,218.191.109.119,org,complete,yes,147,77,Asia,Americas,65.01132446,232
62509,24,207.31.125.113,com,complete,yes,137,59,Americas,Europe,208.7534118,722
1087292,35,168.14.47.216,org.uk,complete,yes,215,50,Americas,Africa,223.6105826,77
790172,20,203.94.8.245,net,complete,yes,236,42,Asia,Europe,54.56518117,479
789419,25,3.245.71.7,com,complete,yes,85,77,Americas,Europe,324.1820505,392
208079,59,134.151.207.96,com,complete,no,207,27,Europe,Asia,260.9460276,444
187400,55,220.237.55.226,com,complete,yes,141,79,Oceania,Europe,104.4094523,2451
251295,26,221.231.120.129,com,incomplete,yes,112,47,Asia,Asia,326.138318,1002
221217,25,125.217.125.77,com,complete,yes,148,36,Asia,Oceania,331.7758236,645
332088,25,191.218.84.8,net,incomplete,yes,202,16,Americas,Oceania,322.5137641,793
783870,23,165.216.68.233,com,complete,yes,253,4,Americas,Oceania,83.9031865,594
209530,58,221.162.210.228,com,complete,yes,170,111,Asia,Africa,340.6674244,99
243554,43,150.161.113.166,com,incomplete,yes,124,51,Americas,Oceania,44.70570417,391
70919,27,198.169.190.180,co.uk,complete,yes,139,2,Americas,Asia,135.8209038,381
49131,34,157.88.20.168,com,complete,yes,187,49,Europe,Europe,168.3067898,40
261884,23,95.21.173.168,com,complete,yes,223,58,Europe,Africa,107.303459,132
632469,35,55.12.220.116,com,complete,yes,130,22,Americas,Europe,23.95231385,69
242955,29,88.86.132.113,com,complete,yes,131,46,Europe,Africa,83.43206198,157
717065,25,97.154.142.141,com,complete,no,437,273,Americas,Africa,85.64417701,17
655894,34,148.83.164.138,com,complete,no,110,31,Europe,Asia,199.6436285,378
1129398,21,46.178.41.248,com,complete,no,74,75,Europe,Africa,8.287731096,52
115649,25,36.237.104.51,net,complete,yes,215,46,Asia,Europe,6.380996349,10
401158,22,94.231.111.61,com,incomplete,no,805,731,Europe,Asia,49.43532503,158
932675,36,17.158.170.24,com.au,incomplete,yes,46,50,Americas,Europe,119.4153116,380
408173,48,35.56.65.211,nl,complete,yes,222,51,Americas,Africa,61.59165268,155
233674,42,211.41.122.139,org,complete,yes,113,54,Asia,Africa,294.0312424,1167
23863,28,207.65.85.47,com,incomplete,yes,134,60,Americas,Africa,362.0123382,598
207002,27,113.162.59.229,ne.jp,incomplete,no,48,77,Asia,Oceania,286.895794,1266
135732,35,125.114.210.195,com,complete,yes,163,71,Asia,Africa,63.09926713,171
856214,37,93.56.245.32,com,complete,yes,95,36,Europe,Africa,74.962581,115
990325,20,128.177.208.168,org,complete,yes,101,37,Americas,Africa,67.86295206,280
1065537,37,121.2.227.79,org,complete,yes,78,41,Asia,Africa,229.7242916,829
274599,23,205.151.55.184,com,complete,yes,206,28,Americas,Americas,111.1135209,475
661722,25,135.230.99.222,com,complete,yes,204,64,Americas,Europe,295.6624253,20
739277,19,169.169.132.15,com,incomplete,no,103,64,Americas,Oceania,142.6718262,631
5418,37,215.152.126.56,com,complete,yes,110,68,Americas,Asia,289.5414796,167
484557,40,175.245.91.180,edu.au,incomplete,no,208,53,Asia,Oceania,173.952297,693
604571,50,194.209.108.237,com,complete,no,215,73,Europe,Oceania,144.9210272,344
418956,23,49.248.35.139,net,complete,no,217,47,Asia,Americas,24.56747772,16
903447,32,199.89.245.224,com,incomplete,yes,137,45,Americas,Oceania,105.0296958,126
961092,22,82.110.108.67,ie,complete,yes,219,58,Europe,Oceania,59.68921851,103
859108,31,108.196.90.239,com,complete,yes,149,58,Americas,Africa,334.3461787,396
54385,25,131.206.240.247,com,complete,yes,44,30,Asia,Oceania,222.9922762,251
911067,23,16.110.70.26,com,complete,yes,238,50,Americas,Oceania,211.3212062,130
636470,20,174.133.24.105,org,complete,yes,218,4,Americas,Africa,360.3017992,117
41489,35,19.163.152.173,com,incomplete,yes,63,19,Americas,Oceania,53.7843515,99
16851,27,46.240.211.72,org,complete,yes,177,64,Europe,Africa,247.9816634,876
219883,33,93.182.136.228,com,complete,no,230,45,Europe,Asia,33.88443558,55
1018973,43,187.182.152.114,org.eg,complete,yes,186,12,Americas,Asia,42.31113841,25
1073908,55,154.107.57.28,com,incomplete,yes,121,58,Africa,Oceania,190.0460226,349
421606,42,198.57.147.24,co.uk,complete,yes,72,54,Americas,Africa,326.1113905,72
1020606,27,89.169.81.167,com,complete,no,112,6,Europe,Americas,19.11026075,2
146883,32,189.95.191.167,org,complete,yes,147,90,Americas,Europe,238.2647839,1041
340364,29,13.168.177.1,com,incomplete,yes,215,71,Americas,Asia,182.6164762,39
443677,35,131.110.136.141,com,complete,no,65,62,Americas,Asia,48.22497106,66
1123540,53,173.24.57.144,net,complete,yes,232,27,Americas,Asia,2.131734783,7
277872,29,161.93.183.61,com,incomplete,yes,218,-2,Asia,Africa,358.1795921,253
408782,44,145.156.24.202,com,complete,yes,29,3,Europe,Oceania,221.6453521,606
1162269,20,11.167.222.167,com,complete,yes,188,44,Americas,Europe,65.64048515,301
202554,34,27.38.112.238,com,complete,yes,85,35,Asia,Europe,297.6930337,316
111126,23,155.94.185.168,dk,complete,yes,109,32,Americas,Africa,270.5355885,758
353033,44,149.15.110.243,edu,complete,yes,223,68,Americas,Europe,225.1386742,134
730094,42,149.209.221.128,org,complete,yes,190,55,Europe,Europe,300.5000246,412
588383,21,164.97.145.18,com,complete,no,161,38,Oceania,Americas,343.7569009,34
713880,24,99.246.46.98,com,complete,yes,105,51,Americas,Americas,328.8732972,2142
902097,34,13.226.52.226,edu,complete,yes,104,59,Americas,Oceania,192.1212152,258
1149425,61,62.147.65.190,edu,incomplete,yes,109,58,Europe,Asia,300.8901163,698
413831,32,78.15.234.43,ca,complete,yes,247,77,Europe,Oceania,187.3831222,535
468148,30,128.15.248.2,ca,complete,no,261,53,Americas,Europe,43.60069399,162
719277,65,144.18.75.87,com,complete,no,93,59,Americas,Europe,336.7524023,288
879348,61,213.240.148.79,org,incomplete,no,42,29,Europe,Asia,295.8548553,1477
412620,20,108.65.131.136,net,incomplete,yes,169,61,Americas,Asia,95.45624308,240
291,33,54.113.112.143,com,incomplete,yes,117,10,Americas,Oceania,207.0714186,128
549105,54,220.148.245.42,com,complete,yes,257,62,Asia,Europe,154.2956225,171
369535,21,144.21.32.25,com,complete,yes,153,91,Europe,Americas,20.74665523,47
620800,23,175.196.220.142,com,complete,yes,117,57,Asia,Americas,21.27161548,33
1010323,23,87.18.6.165,org,complete,no,246,76,Europe,Africa,274.9298132,505
251481,40,18.32.227.129,org,complete,yes,124,86,Americas,Americas,245.7148054,1254
1160025,34,197.136.15.242,com,complete,no,93,62,Africa,Asia,309.4961574,1242
506034,20,216.237.154.134,com,complete,no,219,44,Americas,Asia,355.788524,763
1031108,24,63.180.173.42,com,complete,no,162,66,Americas,Europe,248.4512484,241
574172,30,46.31.228.218,edu,complete,yes,168,61,Europe,Americas,172.0139346,576
1048329,26,134.224.208.89,com,complete,no,69,39,Americas,Europe,301.6248154,435
323892,24,207.206.28.29,com,complete,yes,164,23,Americas,Americas,272.0957563,2438
61856,31,116.166.71.164,com,complete,yes,201,96,Asia,Asia,8.322410354,13
902310,42,221.11.126.11,org,complete,no,206,44,Asia,Oceania,176.9853746,1825
851665,24,32.7.124.234,com,incomplete,no,132,23,Americas,Americas,148.7450623,296
147849,41,149.233.225.4,com,complete,yes,193,75,Europe,Americas,93.25366716,724
859208,49,117.90.227.155,com,complete,yes,159,91,Asia,Oceania,19.88881847,51
887069,62,91.109.221.17,edu,complete,yes,184,42,Asia,Asia,107.5068887,432
851936,26,5.165.58.137,com,complete,yes,63,63,Europe,Africa,50.45635797,84
532939,24,41.140.19.138,com,complete,no,206,84,Africa,Americas,53.81638676,9
828329,41,155.167.104.178,com,complete,yes,122,32,Americas,Oceania,77.88101601,66
957401,50,44.137.136.222,com,complete,yes,136,31,Europe,Europe,275.4861081,565
466254,23,174.221.201.125,net,complete,yes,122,16,Americas,Oceania,102.8065614,400
7329,98,34.52.132.73,com,complete,yes,59,42,Americas,Africa,139.2881484,26
378928,47,107.26.243.203,com,complete,yes,203,41,Americas,Asia,316.7783541,71
331730,27,163.73.147.219,com,complete,yes,236,52,Europe,Africa,234.8828558,921
399181,59,165.241.179.211,com,complete,yes,193,51,Asia,Oceania,252.3731197,287
186158,40,86.88.234.65,com,incomplete,yes,189,61,Europe,Africa,361.4573375,1601
41641,58,201.169.13.97,net,complete,yes,226,109,Americas,Asia,152.7550365,176
706703,51,66.131.53.74,com,incomplete,no,846,624,Americas,Oceania,87.74047729,217
1136518,41,204.145.139.109,com,complete,no,259,30,Americas,Americas,174.0478668,319
1088231,35,175.32.62.89,com,complete,no,60,57,Oceania,Oceania,208.1350769,19
640777,26,101.28.226.31,net,complete,yes,145,66,Asia,Oceania,356.2987932,7821
585048,69,15.57.96.232,com,complete,yes,211,38,Americas,Americas,8.129322014,12
31418,28,170.233.104.4,com,complete,yes,25,41,Americas,Africa,247.7784811,42
494820,25,217.22.120.138,com,complete,yes,181,108,Asia,Africa,104.329667,49
891323,38,188.176.40.58,com,incomplete,no,146,67,Europe,Oceania,2.981772716,8
1077425,30,58.92.152.6,com,incomplete,no,665,554,Asia,Asia,312.0798985,762
346222,32,195.29.166.96,net,complete,no,206,19,Europe,Africa,201.9498878,1038
367318,25,188.225.16.79,org,incomplete,yes,138,68,Europe,Africa,317.7841068,1006
476968,30,142.182.173.110,com,complete,yes,151,6,Americas,Africa,154.8830453,282
765126,25,181.226.4.245,com,complete,yes,70,16,Americas,Asia,169.0966682,325
58942,24,177.205.123.124,com,complete,yes,109,56,Americas,Europe,207.794349,203
169760,33,189.68.201.214,com,complete,yes,182,37,Americas,Europe,319.5914813,121
898025,31,166.79.164.53,com,complete,yes,169,72,Asia,Americas,141.3183253,328
284143,36,88.107.15.235,com,complete,yes,278,43,Europe,Europe,307.8964755,972
1036288,35,26.15.84.76,org,complete,yes,91,91,Americas,Europe,283.9655095,2804
1116041,24,98.27.48.32,com,complete,yes,23,54,Americas,Asia,41.58183965,74
253604,25,170.202.139.240,com,complete,no,210,55,Americas,Asia,143.2425563,1405
1153488,50,217.153.157.17,com,complete,yes,130,28,Europe,Asia,202.7479718,491
1056841,24,119.228.96.30,com,complete,yes,133,29,Asia,Asia,177.7380437,674
404125,28,79.70.218.73,com,complete,no,126,6,Europe,Europe,62.93875302,83
541041,35,38.246.107.179,com,incomplete,yes,240,70,Americas,Asia,106.7740342,252
189693,23,106.35.244.44,org.uk,complete,yes,95,8,Asia,Oceania,99.1825313,182
845791,26,106.27.122.17,com,complete,yes,153,65,Asia,Oceania,35.93690273,458
637256,19,142.66.35.142,com,complete,yes,220,59,Americas,Asia,107.3054735,114
1028378,30,55.245.2.41,com,complete,yes,83,33,Americas,Africa,18.48741117,47
1109979,30,66.183.3.83,net,incomplete,yes,90,55,Americas,Americas,140.0183969,327
827893,34,50.122.185.97,co.nz,complete,yes,173,29,Americas,Oceania,294.3794156,976
802814,42,142.150.213.37,org,complete,yes,170,50,Americas,Africa,310.1597766,2679
296456,35,81.140.236.68,com,complete,no,147,20,Europe,Africa,215.2799659,490
689029,51,42.157.177.128,com,complete,yes,187,69,Asia,Asia,192.9983369,518
1167453,28,171.245.134.184,nl,complete,yes,106,61,Asia,Africa,281.8035213,215
698258,40,74.40.30.135,ac.uk,complete,yes,69,74,Americas,Oceania,217.0469329,583
954066,52,129.162.77.236,com,complete,yes,245,30,Americas,Africa,261.1057924,302
430032,32,169.248.103.221,com,complete,yes,187,50,Americas,Americas,295.4500293,600
730105,46,74.53.147.247,net,complete,yes,227,49,Americas,Europe,51.26585944,85
810633,26,131.122.88.200,net,complete,yes,235,34,Americas,Europe,303.4003778,114
283637,92,200.133.156.160,com,complete,yes,124,79,Americas,Oceania,239.2822775,923
732359,26,18.180.223.166,com,incomplete,yes,210,40,Asia,Oceania,120.2179545,1325
1033678,28,98.114.114.49,com,complete,yes,61,4,Americas,Africa,26.86031836,63
584156,60,18.67.62.22,com,complete,yes,132,44,Americas,Africa,148.2551479,427
504379,44,185.221.217.79,com,complete,yes,197,76,Americas,Europe,292.3911508,621
138109,18,117.202.31.233,it,incomplete,no,96,48,Asia,Americas,341.0782286,2422
521812,42,34.243.220.219,com,complete,yes,185,8,Europe,Africa,168.8316299,422
53467,143,220.124.26.234,com,complete,no,158,115,Asia,Africa,161.5885995,479
846594,43,43.91.72.112,com,complete,yes,82,50,Asia,Asia,225.9359151,1832
998819,56,144.94.183.163,com,complete,no,132,13,Americas,Africa,49.38225601,114
214199,45,42.177.207.205,com,complete,yes,80,106,Asia,Americas,236.0564744,2236
460882,33,103.62.235.243,com,complete,yes,209,30,Asia,Africa,286.7649066,638
62151,40,56.218.65.119,com,complete,yes,127,36,Americas,Americas,348.9072603,1908
641479,23,190.99.170.64,com,incomplete,yes,236,69,Americas,Americas,315.977525,194
673398,29,179.71.81.159,com,complete,yes,136,-19,Americas,Americas,280.5311017,812
41894,24,39.204.170.71,dk,complete,yes,126,90,Asia,Asia,119.3078146,188
532852,29,181.132.169.146,com,incomplete,yes,213,41,Americas,Africa,303.0919402,119
263527,20,110.150.66.216,com,complete,no,129,0,Oceania,Europe,325.5532663,249
994906,41,162.36.163.74,com,incomplete,yes,169,42,Americas,Europe,38.63415582,32
974869,33,144.113.88.167,com,incomplete,yes,214,31,Americas,Oceania,240.0669117,216
387677,24,100.196.238.202,com,complete,yes,250,74,Americas,Europe,108.994344,124
588874,34,54.153.40.199,com,complete,no,200,70,Americas,Americas,157.4911861,796
503316,27,154.197.223.226,com,incomplete,no,134,44,Asia,Asia,199.790731,95
2105,19,85.169.210.116,nl,complete,no,813,798,Europe,Europe,352.8879534,948
52165,49,175.171.30.39,com,complete,yes,252,22,Asia,Oceania,270.2149636,344
4444,52,129.67.236.13,com,complete,yes,227,24,Europe,Africa,197.6996521,2457
450161,31,156.17.209.248,com,complete,yes,168,61,Europe,Oceania,157.6062457,687
1041667,41,147.69.62.229,com,incomplete,yes,224,70,Oceania,Americas,18.94292869,116
567766,25,1.134.49.140,com,complete,yes,176,74,Oceania,Americas,324.5777776,923
338183,41,27.238.103.230,net,complete,yes,199,41,Asia,Asia,156.5998172,377
144263,40,181.101.136.240,co.uk,complete,yes,81,13,Americas,Africa,256.5653602,7
1071103,24,131.106.12.18,com,complete,yes,227,52,Americas,Americas,61.01346941,24
453690,22,114.197.174.114,com,complete,yes,184,-4,Asia,Asia,188.6719171,34
419212,25,159.74.146.224,com,incomplete,yes,178,40,Americas,Oceania,188.6321546,242
882859,45,209.22.160.118,com,complete,no,161,8,Americas,Africa,124.016448,382
645424,57,111.109.151.32,com,incomplete,no,621,550,Asia,Asia,117.6754076,108
1145324,42,44.231.190.27,org,complete,yes,199,70,Americas,Europe,259.8359663,1056
124501,25,220.52.83.230,com,incomplete,yes,211,22,Asia,Europe,55.96866368,216
783118,19,201.128.189.95,com,complete,yes,76,32,Americas,Oceania,6.378552997,34
492011,66,157.97.149.246,com,complete,yes,94,74,Europe,Americas,28.94357593,41
846806,56,150.62.88.12,com,complete,yes,130,48,Asia,Africa,327.9072225,972
