unique_id,url_len,ip_add,website_domain,registered_domain,https,js_len,js_obf_len,server_loc,most_visitors_loc,website_exist_time,unique_users_day,label
830096,38,55.136.30.188,com,complete,yes,234,25,Americas,Europe,40.30678823,72,good
1075810,44,17.229.105.215,com,complete,yes,263,34,Americas,Asia,148.2524595,521,good
732420,26,191.23.130.110,org,incomplete,yes,186,54,Americas,Asia,146.6637463,1458,good
855782,25,118.191.51.211,com,complete,yes,168,26,Asia,Asia,59.48979756,66,good
1150541,26,191.124.156.124,com,complete,no,90,5,Americas,Oceania,161.8341982,257,good
178269,32,29.89.230.4,com,complete,yes,85,-12,Americas,Asia,155.3470669,357,good
541811,34,188.152.191.62,com,incomplete,yes,56,47,Europe,Europe,261.4759159,362,good
263521,55,31.209.111.180,edu,complete,no,292,48,Asia,Americas,117.0385751,212,good
444040,25,176.103.124.5,com,complete,yes,156,75,Europe,Americas,45.87188898,170,good
1169641,29,165.142.166.95,com,complete,no,52,40,Oceania,Europe,144.4238924,199,good
376143,38,14.163.242.230,com,incomplete,yes,172,48,Asia,Asia,16.85253627,148,good
798213,66,150.16.185.212,edu,complete,no,205,44,Asia,Europe,358.1760942,3477,good
424,25,96.94.100.6,gr,complete,no,140,54,Americas,Americas,177.8527161,105,good
559346,42,73.212.4.117,com,complete,yes,76,37,Americas,Americas,130.2713983,287,good
220870,35,34.156.107.15,ca,complete,yes,141,56,Americas,Europe,45.9355804,27,good
120610,63,196.224.20.23,com,incomplete,yes,129,17,Africa,Africa,89.52648654,239,good
997509,36,155.53.16.174,org,complete,no,675,434,Americas,Americas,342.7726866,1363,bad
582995,30,15.72.45.8,com,complete,no,161,39,Americas,Americas,62.31163974,205,good
392675,17,8.97.51.25,lu,incomplete,no,246,74,Americas,Oceania,361.7078638,141,good
782623,35,16.105.215.206,com,incomplete,yes,208,64,Americas,Asia,189.358085,361,good
941090,39,31.107.27.133,net,incomplete,yes,167,82,Europe,Americas,207.6769958,1782,good
833465,20,51.78.119.90,com,complete,yes,242,4,Americas,Europe,37.97684921,205,good
175849,28,184.3.78.34,com,complete,yes,182,30,Americas,Asia,69.94922024,1488,good
233557,27,195.247.206.232,com,complete,yes,153,94,Europe,Americas,148.2162609,123,good
554158,44,151.42.18.154,org.au,incomplete,no,213,2,Europe,Asia,289.023162,1556,good
961502,27,216.217.170.231,edu,incomplete,no,210,36,Americas,Asia,85.88728883,150,good
19592,58,95.28.50.49,com,complete,yes,170,80,Europe,Oceania,358.4266604,1450,good
1061630,23,220.74.198.160,com,complete,yes,140,87,Asia,Americas,283.5308209,259,good
1159706,29,116.48.155.39,org,complete,yes,97,32,Asia,Europe,225.3189609,219,good
85432,38,5.78.58.242,com,complete,no,210,28,Asia,Americas,82.24359985,9,good
75964,24,86.238.154.107,com,complete,yes,109,55,Europe,Asia,102.0794614,579,good
781885,33,202.8.73.241,com,complete,yes,164,60,Asia,Asia,205.2080898,930,good
988521,46,14.177.191.113,com,complete,yes,73,40,Asia,Europe,129.7126643,206,good
457670,26,71.214.110.175,com,complete,yes,214,46,Americas,Oceania,54.6001017,2,good
159477,44,208.206.96.112,com,complete,yes,190,24,Americas,Asia,146.4580258,92,good
99030,48,106.55.200.221,com,complete,yes,128,70,Asia,Africa,336.9795617,413,good
1193358,58,124.96.180.204,com,complete,yes,219,54,Asia,Asia,291.1588867,32,good
835288,29,204.20.83.19,info,complete,yes,162,-12,Americas,Africa,106.0137041,540,good
714598,31,14.46.215.198,com,complete,yes,238,68,Asia,Oceania,192.1077056,1680,good
967390,36,11.140.229.13,net.tw,complete,yes,-12,67,Americas,Africa,241.8667249,382,good
1001386,33,138.6.34.122,com,complete,yes,128,33,Europe,Americas,63.41076441,189,good
872894,29,132.126.86.55,org,complete,no,112,54,Americas,Americas,79.79956809,154,good
1127562,27,112.132.48.15,com,complete,yes,169,84,Asia,Oceania,311.58518,381,good
73363,18,72.152.204.19,com,incomplete,yes,67,81,Americas,Europe,108.3087074,146,good
830923,27,66.11.89.52,com,complete,yes,184,35,Americas,Oceania,20.15411975,50,good
1164120,33,21.37.162.75,com,complete,yes,155,-14,Americas,Africa,363.8988895,781,good
681803,53,209.51.55.104,com,incomplete,yes,152,72,Americas,Europe,295.7819198,145,good
586011,31,176.142.223.122,com,complete,no,226,52,Europe,Europe,283.6655147,455,good
1177850,39,42.24.184.246,co.uk,complete,no,226,56,Asia,Americas,152.5351856,393,good
631724,33,62.60.229.136,com,complete,yes,111,52,Asia,Europe,82.79165479,10,good
636239,24,187.1.84.204,com,complete,yes,209,28,Americas,Asia,104.5202295,2043,good
1062520,25,32.143.56.65,org,incomplete,no,67,111,Americas,Asia,117.3538545,208,bad
1160159,31,179.81.132.213,org.uk,incomplete,yes,192,42,Americas,Europe,81.93316392,167,good
394994,44,16.84.47.79,com,incomplete,yes,93,36,Americas,Oceania,224.9738272,506,good
5306,36,175.115.161.36,com,incomplete,yes,90,48,Asia,Americas,102.424039,211,good
132033,22,198.78.185.40,hr,complete,yes,218,50,Americas,Europe,210.9303264,100,good
899670,29,159.128.58.119,com,incomplete,no,155,-4,Americas,Africa,151.9331011,136,good
980865,26,42.5.207.164,com,complete,yes,113,32,Asia,Asia,73.86534058,30,good
26465,27,212.226.173.246,com,complete,yes,174,42,Europe,Americas,93.28550985,116,good
27339,43,168.83.110.51,com,incomplete,yes,498,367,Americas,Americas,0.417142683,3,bad
742231,48,79.154.152.206,com,incomplete,yes,211,59,Europe,Americas,231.1380175,353,good
836448,27,4.151.95.15,com,complete,yes,241,99,Americas,Asia,121.3068426,3068,good
1173563,24,22.115.110.7,com,incomplete,yes,213,115,Americas,Africa,357.5233917,871,good
169224,23,35.203.19.5,com,complete,yes,290,25,Americas,Europe,328.9293777,5460,good
760129,37,145.194.44.105,blogspot.com,complete,yes,180,15,Europe,Oceania,267.5831807,458,good
46545,38,75.125.100.49,net,incomplete,no,547,507,Americas,Asia,268.7599099,937,bad
176409,23,180.118.44.195,com,incomplete,yes,215,26,Asia,Europe,210.160031,93,good
637468,34,34.181.76.237,org,complete,yes,197,14,Americas,Oceania,117.5373057,436,good
436782,31,70.39.96.122,com,incomplete,no,259,46,Americas,Africa,59.78447718,298,good
137137,43,25.35.67.21,com,complete,yes,98,37,Europe,Oceania,85.73766981,8,good
1119534,45,182.87.201.38,com,incomplete,yes,123,49,Asia,Europe,228.4949961,375,good
401228,33,50.123.4.236,org,incomplete,yes,163,-42,Americas,Oceania,285.2656992,757,good
419909,22,25.53.52.228,com,incomplete,yes,147,35,Europe,Africa,301.3799388,105,good
501329,27,132.12.86.73,org,complete,yes,141,36,Americas,Asia,60.85969837,80,good
101667,34,34.48.1.75,com,complete,yes,171,69,Americas,Asia,77.48908265,74,good
712045,50,163.165.142.151,com,incomplete,yes,224,75,Europe,Americas,36.40784053,23,good
101168,28,154.17.242.64,com,complete,yes,123,38,Americas,Africa,333.0639974,954,good
616365,50,188.216.77.238,com,complete,yes,195,67,Europe,Americas,335.3430756,360,good
1025625,20,36.48.182.167,info,complete,yes,216,37,Asia,Africa,203.32925,250,good
752028,46,70.221.100.113,com,complete,yes,191,30,Americas,Americas,357.835704,151,good
256387,24,21.163.63.196,com,complete,yes,107,74,Americas,Americas,17.09693899,125,good
545964,27,181.200.181.194,com,complete,yes,138,87,Americas,Europe,37.87743732,87,good
715434,40,171.55.176.25,com,complete,yes,118,75,Asia,Asia,3.88581347,10,good
854320,73,107.40.122.61,com,incomplete,yes,208,60,Americas,Asia,196.2056108,381,good
1139406,24,151.130.92.14,com,complete,yes,262,45,Oceania,Americas,206.5460362,164,good
927841,46,110.156.161.125,com,complete,yes,131,21,Asia,Americas,56.08878495,65,good
7108,77,45.128.147.237,com,complete,yes,109,57,Europe,Asia,16.33688312,35,good
163261,53,97.115.215.128,com,complete,yes,156,77,Americas,Oceania,206.2870733,2484,good
734017,27,33.226.32.210,com,incomplete,yes,201,42,Americas,Africa,25.67468174,56,good
1065544,28,48.131.91.164,com,incomplete,yes,78,74,Americas,Africa,93.93150095,282,good
848048,22,1.25.165.31,de,complete,yes,216,56,Asia,Africa,63.33907124,145,good
98477,24,64.200.1.73,edu,complete,yes,181,39,Americas,Oceania,273.7784796,325,good
553364,49,146.37.76.85,com,complete,yes,109,11,Americas,Oceania,355.2226508,13,good
843600,23,148.16.36.200,org,complete,no,125,40,Americas,Europe,33.15655223,95,good
413959,125,31.30.212.201,com,complete,yes,230,52,Europe,Europe,48.02142129,377,good
575303,34,125.29.108.163,com,complete,yes,230,62,Asia,Asia,56.96769668,170,good
149866,28,203.119.28.131,edu,complete,yes,238,63,Asia,Americas,233.8623584,480,good
974080,33,215.138.68.171,co.nz,complete,yes,201,63,Americas,Europe,227.8341218,669,good
878249,42,75.83.140.152,com,complete,yes,68,32,Americas,Asia,110.3603548,420,good
640319,24,47.41.189.93,com,complete,yes,94,98,Americas,Asia,316.3545242,146,good
361102,24,151.141.51.65,com,complete,yes,139,75,Americas,Africa,131.6329194,593,good
225678,34,146.21.225.186,com,complete,yes,136,61,Europe,Europe,48.7163129,51,good
626934,41,45.239.73.96,com,incomplete,yes,110,13,Americas,Asia,245.396425,1196,good
1075335,26,167.51.80.228,org.uk,complete,no,122,-6,Americas,Asia,105.3162796,522,good
659765,38,84.165.123.24,org,complete,yes,190,11,Europe,Americas,140.6250812,201,good
611484,27,39.148.247.106,com,complete,yes,108,9,Asia,Asia,12.07136206,83,good
865372,63,78.81.157.18,tv,incomplete,yes,140,58,Europe,Oceania,322.5479417,233,good
109476,23,197.38.118.14,co.uk,incomplete,yes,136,57,Africa,Europe,71.32966152,123,good
919109,53,47.103.196.61,com,complete,yes,266,15,Asia,Oceania,12.09218889,38,good
975452,28,24.188.96.64,net,incomplete,yes,208,56,Americas,Oceania,123.6327549,32,good
641519,26,145.148.196.21,com,incomplete,yes,151,72,Europe,Europe,86.28921493,282,good
435028,40,4.215.177.122,com,complete,no,179,59,Americas,Asia,218.5161945,551,good
212350,48,175.70.177.87,edu,complete,yes,208,33,Asia,Asia,364.1576479,352,good
518484,26,203.27.59.163,com,complete,yes,182,13,Oceania,Americas,126.7199521,1334,good
711999,37,134.9.30.44,com,complete,yes,209,93,Americas,Americas,271.1719369,1319,good
851953,38,48.4.193.168,blogspot.com,complete,yes,183,43,Americas,Oceania,273.3153808,6762,good
1129440,28,175.39.223.8,com,complete,yes,104,63,Oceania,Americas,340.2222472,782,good
922957,28,121.167.14.182,com,complete,yes,215,49,Asia,Asia,201.9260284,481,good
273697,31,51.180.72.230,com,complete,yes,178,83,Americas,Europe,121.3727189,217,good
833122,29,184.87.206.95,com,complete,no,144,42,Americas,Europe,336.7728021,744,good
429151,24,211.200.95.21,org,complete,yes,216,87,Asia,Oceania,3.01190155,13,good
54882,31,118.110.52.241,com,complete,yes,61,43,Asia,Europe,288.0641158,466,good
380432,64,42.195.241.8,com,complete,no,226,64,Asia,Europe,36.23167302,141,good
33815,28,43.183.85.231,edu,complete,yes,121,77,Asia,Oceania,308.8235042,784,good
247962,29,37.126.66.110,co.uk,incomplete,yes,208,25,Asia,Oceania,237.7850459,65,good
849080,37,16.169.204.171,net,incomplete,no,388,36,Americas,Africa,206.4220597,1527,bad
382792,27,25.35.249.191,com,complete,yes,180,56,Europe,Oceania,169.6287376,401,good
1001945,50,177.27.132.225,de,complete,no,122,71,Americas,Americas,61.43929177,112,good
191564,70,20.94.120.102,org,incomplete,no,156,37,Americas,Americas,42.72838324,20,good
133233,42,20.202.200.154,org,incomplete,yes,158,76,Americas,Asia,86.18463904,186,good
171800,32,140.211.102.246,org,complete,yes,207,-3,Americas,Asia,45.67272537,445,good
933611,27,110.53.111.115,org,incomplete,yes,122,29,Asia,Europe,333.5789721,1865,good
929230,47,150.59.25.146,edu,complete,yes,198,89,Asia,Europe,12.14399413,44,good
965379,76,177.203.228.176,edu,incomplete,yes,177,44,Americas,Africa,311.0706396,534,good
679588,32,2.114.129.37,fr,complete,yes,161,50,Europe,Europe,143.5070741,218,good
545891,29,137.33.47.46,com,complete,no,69,58,Europe,Oceania,101.2102679,263,good
741538,29,31.58.193.194,com,complete,no,605,423,Asia,Europe,350.9917541,206,bad
500482,29,88.15.164.3,com,complete,yes,134,52,Europe,Americas,109.6271511,270,good
555599,24,189.245.238.197,it,complete,no,158,52,Americas,Africa,319.1983601,3170,good
71557,31,180.119.99.194,co.uk,complete,yes,121,65,Asia,Asia,236.6047429,1395,good
993429,48,77.159.115.27,com,complete,yes,186,28,Europe,Asia,59.64023522,65,good
669262,39,143.7.37.107,com,complete,no,194,78,Americas,Americas,205.4923795,1152,good
733240,47,134.41.114.237,org,complete,no,79,90,Americas,Europe,298.8452312,437,good
1145268,60,191.2.71.211,com,incomplete,yes,196,81,Americas,Africa,238.2628465,707,good
809553,30,150.145.248.146,com,complete,yes,227,58,Europe,Oceania,93.5876832,199,good
1068283,27,179.144.136.228,com,complete,yes,68,33,Americas,Asia,193.4128981,408,good
861308,45,81.49.17.111,com,complete,yes,186,27,Europe,Oceania,32.65304971,3,good
1115034,43,77.111.197.110,ac.uk,complete,yes,169,56,Americas,Europe,210.1000451,55,good
496971,27,49.86.232.68,ac.uk,complete,yes,186,90,Asia,Oceania,316.1057594,192,good
111520,43,198.61.62.149,net,complete,yes,109,13,Americas,Oceania,0.063242362,5,good
785130,71,128.17.159.201,com,complete,no,176,9,Americas,Asia,283.1185312,153,good
125055,42,71.196.67.81,info,complete,yes,202,34,Americas,Oceania,93.72264432,193,good
589126,42,206.199.216.55,com,incomplete,no,237,28,Americas,Oceania,49.75597407,50,good
643102,21,66.195.22.107,com,incomplete,yes,166,47,Americas,Europe,180.0493836,196,good
950443,61,25.177.157.206,gov,complete,yes,71,74,Europe,Africa,26.42887726,280,good
990270,34,26.117.32.45,com,complete,yes,150,96,Americas,Americas,180.8410448,273,good
184090,50,16.110.68.139,edu,incomplete,yes,102,44,Americas,Asia,96.12122052,139,good
312137,23,29.15.55.140,com,complete,yes,217,43,Americas,Africa,342.0627919,302,good
367464,19,148.128.206.9,com,complete,yes,148,23,Americas,Americas,342.2909891,818,good
45657,26,212.133.198.235,com,complete,yes,85,14,Asia,Asia,73.14752909,188,good
628557,29,217.133.210.191,dk,complete,yes,36,5,Europe,Africa,280.5826248,711,good
272338,51,118.13.31.50,com,incomplete,yes,118,62,Asia,Americas,103.8348185,361,good
1020696,36,29.9.107.173,com,incomplete,yes,196,61,Americas,Americas,94.52733947,210,good
788281,24,118.108.141.225,co.za,complete,no,157,51,Asia,Americas,182.1263553,83,good
548037,33,191.186.42.77,com,complete,yes,130,51,Americas,Africa,245.3178276,475,good
173046,42,28.214.99.105,com,complete,yes,139,68,Americas,Europe,261.8180609,59,good
94235,27,146.29.46.44,com,complete,yes,94,38,Americas,Asia,207.1314667,448,good
445176,99,2.231.133.163,gov.tr,incomplete,yes,262,108,Europe,Africa,198.8383831,481,good
196106,66,133.30.101.124,com,incomplete,no,530,337,Asia,Europe,134.9487639,129,bad
929891,50,27.113.212.239,com,incomplete,yes,106,99,Asia,Africa,5.912317229,17,good
440905,56,170.239.9.162,edu,complete,yes,105,82,Americas,Europe,277.090048,119,good
316855,23,171.37.212.183,com,complete,yes,14,43,Asia,Africa,209.7635314,997,good
1037962,32,117.139.83.13,net,incomplete,yes,146,83,Asia,Africa,188.3265491,108,good
317625,51,16.224.72.55,com,complete,no,189,75,Americas,Africa,329.2851058,2109,good
404987,46,189.86.83.90,com,complete,yes,74,101,Americas,Americas,259.249925,988,good
936313,38,69.12.157.147,com,complete,yes,75,59,Americas,Africa,78.21003317,113,good
433088,61,96.37.22.197,com,complete,yes,164,58,Americas,Asia,97.31289876,186,good
541281,23,194.15.49.66,com,incomplete,no,243,86,Europe,Asia,157.5962334,424,good
740156,26,72.46.248.226,com,incomplete,yes,213,5,Americas,Asia,249.6762641,767,good
391076,41,19.142.44.80,com,complete,yes,269,57,Americas,Europe,16.72676982,64,good
702318,36,183.165.232.224,com,complete,yes,90,74,Asia,Americas,65.99633651,812,good
650932,31,146.82.51.122,com,complete,yes,177,32,Americas,Americas,9.267935394,26,good
686992,34,156.107.148.215,com,incomplete,yes,158,20,Americas,Oceania,59.78619486,181,good
806456,32,101.180.114.161,net,complete,yes,141,-13,Oceania,Oceania,241.7416264,686,good
925056,28,211.123.108.168,com,complete,no,113,63,Asia,Americas,165.6589003,307,good
432152,42,37.85.237.136,org,complete,yes,172,59,Europe,Americas,150.5887756,63,good
314365,19,208.148.183.26,edu,complete,no,181,64,Americas,Americas,282.4430921,361,good
697111,22,91.74.242.35,com,complete,yes,235,59,Asia,Africa,215.0832763,362,good
1190345,29,154.33.155.128,com,incomplete,yes,26,106,Asia,Americas,362.0439668,927,good
186823,92,184.186.126.95,nl,complete,yes,189,17,Americas,Africa,16.14898368,43,good
624374,42,50.151.188.165,org,complete,yes,171,99,Americas,Europe,142.1061739,274,good
769649,26,29.89.181.131,com,incomplete,no,193,73,Americas,Americas,294.3221145,438,good
413104,20,115.212.91.135,com,complete,yes,230,79,Asia,Americas,267.5819672,764,good
1081739,31,106.53.110.97,co.uk,complete,yes,93,-35,Asia,Africa,244.2544578,73,good
172357,22,153.212.146.133,org,complete,yes,205,75,Asia,Asia,45.58334685,238,good
306997,22,118.34.70.139,com,incomplete,yes,65,21,Asia,Oceania,184.2892599,409,bad
583627,46,144.66.12.244,edu,complete,yes,125,32,Oceania,Oceania,278.8452293,33,good
845568,23,106.62.54.215,org,complete,no,177,80,Asia,Europe,7.828295087,65,good
50270,29,25.135.140.70,com,complete,yes,246,84,Europe,Oceania,157.8901033,478,good
375860,32,83.6.163.91,com,complete,yes,151,92,Europe,Americas,15.9147498,31,good
815785,25,183.75.35.244,aero,complete,yes,214,26,Asia,Europe,169.4158449,140,good
794004,32,6.107.219.64,com,complete,yes,221,64,Americas,Europe,73.48603437,174,good
177599,55,7.138.30.180,co.uk,complete,yes,117,48,Americas,Oceania,57.21129606,233,good
678782,43,82.193.12.203,edu,complete,yes,229,47,Europe,Oceania,170.9683831,345,good
291629,56,25.97.55.179,edu,complete,yes,181,49,Europe,Asia,23.21954566,79,good
847082,22,82.178.37.52,com,complete,yes,264,39,Asia,Europe,83.79607777,817,good
102732,23,193.248.197.226,com,complete,yes,158,43,Europe,Europe,149.2463863,47,good
253173,23,98.21.101.225,com,complete,yes,54,72,Americas,Africa,122.5349061,1496,good
1083625,119,25.217.4.227,uk,complete,no,100,74,Europe,Oceania,122.7610131,1675,good
792771,46,163.43.182.128,org,complete,yes,110,58,Asia,Asia,164.6480585,412,good
411214,50,35.11.140.59,com,complete,yes,129,102,Americas,Oceania,348.4719985,795,good
761706,27,84.68.112.17,com,complete,yes,178,37,Europe,Oceania,231.9940384,2013,good
720312,21,222.95.196.51,com,complete,yes,138,26,Asia,Asia,197.8522312,195,good
844813,63,97.210.151.232,com,incomplete,yes,81,51,Americas,Asia,347.9692095,199,good
297626,84,90.147.209.111,com,complete,no,88,58,Europe,Oceania,80.97949426,816,good
416205,21,63.232.228.53,com,complete,yes,258,40,Americas,Americas,243.8518757,114,good
1198742,21,186.60.229.173,com,complete,yes,274,40,Americas,Oceania,180.0493683,387,good
564757,35,88.220.237.223,com,complete,no,97,34,Europe,Asia,105.244025,1098,good
622236,39,135.160.150.193,com,complete,yes,133,59,Americas,Americas,328.7812579,342,good
512680,29,212.236.42.131,com,incomplete,yes,190,9,Europe,Asia,2.956268073,8,good
472210,33,120.103.107.113,com,complete,yes,155,23,Asia,Europe,63.06037509,385,good
1106369,76,181.95.234.2,edu,complete,yes,149,54,Americas,Asia,228.9107674,593,good
3936,24,193.208.5.3,com,complete,yes,139,82,Europe,Americas,9.834642789,24,good
54962,24,95.41.80.119,com,complete,yes,153,85,Europe,Americas,91.87747335,815,good
233960,17,12.108.41.107,com,complete,no,91,12,Americas,Asia,345.4852882,1024,good
567871,26,26.233.67.75,com,complete,yes,83,89,Americas,Oceania,25.20775022,144,good
227820,42,78.17.224.244,com,complete,yes,121,37,Europe,Africa,181.6392565,569,good
194190,41,17.158.131.183,com,complete,yes,49,83,Americas,Asia,41.01654459,118,good
329162,48,157.195.78.22,gov,complete,yes,167,29,Americas,Oceania,212.3281013,792,good
334149,55,28.3.79.150,com,incomplete,no,602,510,Americas,Asia,172.3691014,235,bad
278396,25,78.54.56.122,com,complete,yes,220,43,Europe,Americas,0.2295757,1,good
990752,48,166.85.84.111,org,complete,yes,129,120,Africa,Africa,108.9107423,118,good
859975,29,199.110.128.114,com,complete,yes,49,37,Americas,Asia,51.17021129,110,good
474992,38,15.14.132.237,com,complete,yes,198,22,Americas,Oceania,7.525841291,17,good
1083106,28,28.218.7.85,com,complete,yes,40,35,Americas,Asia,250.9835502,44,good
582571,47,200.153.208.55,com,incomplete,no,216,90,Americas,Europe,112.2542259,59,good
716799,16,159.195.39.246,com,complete,yes,223,31,Europe,Asia,265.1864188,673,good
802015,37,154.108.13.197,com,complete,yes,100,-1,Africa,Africa,146.7935817,99,good
717923,26,93.191.44.147,co.uk,incomplete,yes,111,79,Europe,Oceania,314.5613631,588,good
611566,62,13.3.214.2,edu,complete,yes,183,58,Americas,Africa,135.2388953,316,good
1001893,30,151.97.197.135,ac.uk,complete,yes,152,48,Europe,Africa,299.1628931,27,good
585568,31,119.23.54.91,ac.uk,complete,yes,198,69,Asia,Asia,188.8035732,324,good
576335,66,210.1.228.177,com,complete,yes,184,46,Asia,Americas,169.6216855,48,good
848119,22,215.98.14.83,com,complete,yes,245,18,Americas,Asia,73.36410678,158,good
1084048,25,191.51.208.12,com,incomplete,no,377,64,Americas,Oceania,45.48138666,196,bad
660595,27,51.230.102.146,net,complete,no,216,79,Europe,Asia,73.14389547,86,good
963075,228,94.144.58.1,com,complete,yes,224,42,Europe,Americas,220.5661903,493,good
807069,114,7.185.170.21,va,incomplete,yes,246,77,Americas,Oceania,139.8124162,351,good
1015551,33,184.73.190.174,info,complete,yes,158,34,Americas,Asia,101.521375,307,good
749900,32,88.7.181.51,com.hk,complete,yes,169,21,Europe,Americas,98.49154016,206,good
904015,41,88.179.4.247,ca,complete,no,174,27,Europe,Africa,231.6451062,410,good
1140180,44,56.218.81.141,com,incomplete,no,410,246,Americas,Europe,41.81037618,102,bad
594832,31,70.201.126.2,com,complete,yes,205,35,Americas,Europe,198.9519792,941,good
1137501,35,57.150.200.50,com,complete,yes,248,46,Europe,Oceania,269.26695,1954,good
835188,43,94.245.78.108,org,incomplete,yes,189,48,Europe,Europe,148.6860128,797,good
303993,53,96.200.226.1,com,incomplete,yes,165,53,Americas,Oceania,274.3836675,55,good
1085746,20,153.50.7.213,co.nz,complete,yes,212,21,Americas,Asia,193.6028995,260,good
820705,31,206.161.85.74,com,incomplete,yes,120,2,Americas,Europe,346.9483241,1182,good
231404,41,50.17.231.142,org,incomplete,no,102,66,Americas,Asia,199.8161421,597,good
188172,44,12.73.48.92,net,complete,yes,65,25,Americas,Oceania,145.5594753,541,good
666428,40,56.24.132.183,edu,complete,yes,151,38,Americas,Americas,339.2944878,563,good
1069358,21,43.153.129.151,co.za,complete,yes,164,38,Asia,Africa,2.862116307,15,good
340997,50,174.148.136.239,org,complete,yes,198,38,Americas,Asia,127.1644571,18,good
386280,20,11.1.141.34,org,complete,yes,217,35,Americas,Oceania,207.3544847,886,good
1076743,39,148.123.199.123,org,complete,no,235,92,Europe,Americas,295.2886641,501,good
1000404,50,79.248.167.222,com,complete,yes,165,-14,Europe,Asia,330.7815067,925,good
316068,30,92.171.58.164,co.uk,incomplete,yes,175,53,Europe,Europe,210.9788597,59,good
69074,32,136.82.191.199,com,complete,yes,104,39,Americas,Europe,350.3166592,2340,good
887109,44,205.18.225.186,org.uk,incomplete,no,270,43,Americas,Europe,241.710231,856,good
1039812,53,178.249.82.90,org,complete,yes,210,59,Europe,Oceania,234.1365872,310,good
938862,51,165.156.202.130,com,complete,yes,234,38,Americas,Americas,247.7568858,309,good
826849,42,198.121.246.48,gov,complete,yes,140,111,Americas,Europe,162.7525412,107,good
806249,56,217.143.47.188,com,complete,yes,130,71,Europe,Asia,145.79505,170,good
403551,23,133.232.69.184,com,complete,yes,190,96,Asia,Oceania,204.7721732,1175,good
182157,26,93.15.120.99,com,complete,no,789,486,Europe,Africa,91.07556258,1480,bad
771284,41,221.24.193.6,com,incomplete,yes,171,55,Asia,Americas,307.0832746,173,good
1147531,24,147.214.153.185,com,complete,yes,164,92,Europe,Americas,339.4020361,1593,good
969771,24,92.83.248.141,biz,incomplete,yes,112,36,Europe,Europe,232.9120365,2440,good
890519,17,114.160.152.204,com,incomplete,yes,213,51,Asia,Oceania,160.0525067,230,good
245216,26,202.168.194.28,com,complete,no,157,30,Asia,Europe,8.345719032,121,good
420193,23,6.239.42.49,com,complete,no,228,44,Americas,Oceania,218.4348149,106,good
869936,29,44.218.130.73,edu,complete,yes,141,7,Americas,Asia,130.8112422,240,good
70949,29,57.122.221.121,com,complete,yes,196,64,Europe,Asia,359.4811062,1080,good
88395,26,59.173.225.49,com,complete,yes,134,33,Asia,Oceania,255.7798691,82,good
448207,22,112.206.7.203,com,complete,yes,156,135,Asia,Europe,188.8062391,1319,good
309098,63,123.54.2.170,com,incomplete,yes,189,80,Asia,Africa,186.0106009,315,good
505525,49,14.212.68.52,org,complete,yes,201,77,Asia,Asia,141.8331723,41,good
814844,31,87.173.135.182,com,complete,no,273,44,Europe,Americas,150.5622794,833,good
918903,64,49.99.189.57,com,complete,no,90,70,Asia,Americas,97.42225606,4,good
441013,46,138.41.176.65,com,complete,yes,124,51,Europe,Europe,250.0381139,159,good
418910,28,75.9.177.130,com,complete,yes,143,8,Americas,Americas,39.4331582,289,good
944927,71,20.123.161.128,edu,complete,no,207,36,Americas,Asia,18.97234307,4,good
636681,26,116.205.46.111,com,complete,yes,114,77,Asia,Oceania,319.4220012,842,good
517229,50,102.9.75.147,com,complete,no,117,58,Africa,Americas,142.3279511,292,good
887853,34,5.181.126.212,org,complete,yes,125,35,Europe,Europe,57.11364817,33,good
508600,45,36.93.175.139,co.uk,complete,yes,189,41,Asia,Asia,334.0936601,2293,good
178145,23,8.222.188.176,com,complete,yes,133,89,Asia,Africa,116.1389681,196,good
746124,48,182.114.30.108,com,incomplete,no,207,75,Asia,Africa,52.27206638,57,good
324913,23,34.69.112.128,com,complete,yes,50,45,Americas,Europe,20.08075045,57,good
906316,31,97.94.107.165,net,complete,yes,57,73,Americas,Asia,117.3042571,847,good
476353,29,88.14.163.248,net,complete,no,97,29,Europe,Oceania,139.4059205,74,good
902709,24,13.29.17.223,org,complete,yes,76,74,Americas,Asia,75.29364872,50,good
887174,29,25.243.133.41,com,complete,yes,129,15,Europe,Americas,344.7563245,827,good
885613,27,89.42.90.29,com,incomplete,no,155,95,Europe,Europe,283.4429665,538,good
1148427,36,52.194.114.52,com,incomplete,yes,157,21,Asia,Africa,91.36689964,167,good
1112007,29,112.4.4.203,com,complete,yes,232,51,Asia,Africa,94.24357416,112,good
770047,32,201.49.146.122,com,complete,yes,203,59,Americas,Americas,245.7357734,1706,good
423598,29,70.103.39.219,ca,complete,yes,247,43,Americas,Europe,328.881872,304,good
740244,55,56.30.49.58,de,incomplete,no,669,388,Americas,Americas,28.71880662,27,bad
68686,62,122.195.204.55,org,complete,yes,20,47,Asia,Europe,63.90934198,114,good
607437,32,181.62.123.197,co.uk,complete,yes,208,29,Americas,Asia,217.1430707,170,good
639971,73,178.225.79.203,edu,complete,yes,206,41,Europe,Europe,152.9801964,256,good
827465,32,53.56.91.143,net,incomplete,yes,168,41,Europe,Africa,268.7260728,364,good
370859,52,223.175.30.104,com,complete,yes,206,28,Asia,Europe,37.94691856,122,good
600486,40,215.239.123.218,com,incomplete,no,189,92,Americas,Oceania,262.8513208,1547,good
